song,artist,artist_id,category,genres
Evil Woman,Champion Jack Dupree,1NnRjWELSLqFONDhwc8VU7,blues,"['acoustic blues', 'barrelhouse piano', 'blues', 'electric blues', 'louisiana blues', 'memphis blues', 'new orleans blues', 'piano blues', 'rhythm and blues', 'traditional blues']"
I Put A Spell On You,Jesse Cook,0fZ2s0I6Gyt60JUJybaEZA,blues,"['flamenco guitar', 'rumba']"
Don't You Lie To Me (I Get Evil) - 2002 Digital Remaster,Gary Moore,23wr9RJZg0PmYvVFyNkQ4j,blues,"['album rock', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'hard rock', 'rock']"
Standing At The Crossroads,Elmore James,0q9kpdDkEA3H17gcRMjgVS,blues,"['blues', 'blues rock', 'chicago blues', 'delta blues', 'electric blues', 'rock-and-roll', 'traditional blues']"
Evil Is Going On,John Hammond,471Ycbmda1lAuLMscQvxMR,blues,"['blues', 'blues rock', 'country blues', 'country rock', 'electric blues', 'modern blues', 'roots rock', 'traditional blues']"
Sweet Love and Evil Women,Johnny Winter,2ODUxmFxJSyvGiimNhMHbO,blues,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'rock', 'texas blues']"
Cross And Evil Woman Blues,Rev. Gary Davis,7DtrCdyysCDj5BlVKcassv,blues,"['acoustic blues', 'blues', 'country blues', 'gospel blues', 'piedmont blues', 'traditional blues', 'traditional folk']"
Evil Hearted Woman - Alternate Take,T-Bone Walker,6nPKmEbQmR8jGZEm7ArOFX,blues,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'jazz blues', 'texas blues', 'traditional blues']"
Ain't No Grave (Sparse),Crooked Still,7LOJ56d8VmOebynlV01KfU,blues,"['banjo', 'bluegrass', 'bluegrass gospel', 'new americana', 'new england americana', 'progressive bluegrass']"
Niya,Manal,7yK3vix9XmeNwPDmjGs78F,arab,"['arabic hip hop', 'moroccan pop', 'rap maroc']"
Scoo Scoo,Abo El Anwar,2H6XYL9D5Z3ErkxCD0gmD6,arab,['egyptian hip hop']
Hayaty Msh Tamam,Ramy Sabry,5LtHZB7vU02HtNoOzNcVhc,arab,"['arab pop', 'egyptian pop']"
Btwhasheni,Fadel Chaker,1LljnS3oumQ36wdBhkPKrs,arab,"['arab pop', 'lebanese pop']"
Koulchi Dayez,Maestro,3AedzP6n5KkqwyseKI5XOF,arab,"['moroccan pop', 'rai', 'rap maroc']"
Can't Love Myself (feat. Mishaal & LPW),HUGEL,5PlfkPxwCpRRWQJBxCa0By,arab,"['deep house', 'pop dance', 'tropical house']"
Salam Alaikum (feat. 7ari & Steve Aoki),Sfera Ebbasta,23TFHmajVfBtlRx5MXqgoz,arab,"['italian hip hop', 'italian pop', 'trap italiana']"
Leon,pre kai ro,0oXFTo5u9yH1zht6gIt4wY,arab,['trap soul']
Double G (feat. Pop Smoke),French Montana,6vXTefBL93Dj5IqAWq6OTv,arab,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Solo,Sarahba,7mPYo3euHhSyUKoR0pggBV,arab,[]
Ansaki,Apo & the Apostles,206CRJTxnXzOKrkZmZm9aw,arab,"['arab alternative', 'palestinian pop']"
Hadal Ahbek,Issam Alnajjar,6dO0RkhFhjMwLtLQqNgL8r,arab,[]
Sint El Ew,Blu Fiefer,2JLEPctdP7utmaEBfRhK6H,arab,[]
Nater,Adonis,6LfzZtIFWlA5YdsVrAu8Xv,arab,"['arab alternative', 'lebanese indie']"
Lma Tegheby,Elsayed Agamy,0yp1fxlkZqiO7XZFVv81Mh,arab,"['egyptian alternative', 'egyptian hip hop']"
Seket El Kalam,George Wassouf,7Ddov9nbJDbpgzvBVb7cU1,arab,"['arab pop', 'syrian pop']"
Wehyaty Andak,Zekra,7nlEIiYTOqregHVLnu6cL3,arab,['arab pop']
Enta Omri,Adam,38hkUvMOhAhRSNGfd402SF,arab,[]
Law Fina,Mais Harb,4QanuerHBNrfWoC9x0ojk5,arab,"['arabic jazz', 'syrian pop']"
Meen Habeebee Ana (Duet Nawal Al Zoghbi),Wael Kfoury,09A6IffSw0t8L8sfuOCVws,arab,"['arab pop', 'belly dance', 'lebanese pop']"
Ya Aasal,Nassif Zeytoun,2ieBl5s08uHBwM8sUPvg65,arab,"['arab pop', 'dabke', 'syrian pop']"
Galatli,Al Walid Hallani,787IgWNnWqAWJ6UC9ENK8v,arab,[]
Cyprus,Anas Kareem,03IOvKWtAnWAOVf5864dUS,arab,"['arab pop', 'dabke', 'lebanese pop', 'syrian pop']"
E7na Bleil Lyerheb Gomra Mix,Sara Najem,2uwfRi0iENQZ0ewGhcRK51,arab,[]
Wahad Tnean,Toni Qattan,1IJJoAyxznu3orwXhlt3XO,arab,"['arab pop', 'jordanian pop', 'palestinian pop']"
Skechers (feat. Badshah),DripReport,3O5HD95HTEPgoPFOjAb7yV,desi,['viral rap']
G.O.A.T.,Diljit Dosanjh,2FKWNmZWDBZR4dE5KX4plR,desi,"['desi pop', 'filmi', 'modern bollywood', 'punjabi pop']"
Brown Munde,AP Dhillon,6LEG9Ld1aLImEFEVHdWNSB,desi,"['desi hip hop', 'desi pop', 'punjabi pop']"
Teri Meri Ladayi,Maninder Buttar,2sN4fSzAm2rAL0HIurPCEM,desi,"['desi hip hop', 'desi pop', 'punjabi pop']"
Adhiya,Karan Aujla,6DARBhWbfcS9E4yJzcliqQ,desi,"['desi hip hop', 'desi pop', 'punjabi pop']"
Dark Knight,Twinbeatz,4L7glay6qnMnr6MQawUzjT,desi,"['desi hip hop', 'desi pop', 'indian edm']"
Running Away,Jaz Dhami,5IfJHO9jIE1GVuC517P3nr,desi,"['bhangra', 'desi pop', 'punjabi hip hop', 'punjabi pop']"
Brown Magic,Twinjabi,3nU1DJyXFkJps0WK4mDniK,desi,[]
Left To Love,RIKA,6Si6fslrH2xSORoY5TclT5,desi,['uk pop']
Nakhre (Eyes on You 2),Jay Sean,4pADjHPWyrlAF0FA7joK2H,desi,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']"
Kaash,Arijit Singh,4YRxDV8wJFPHPTeXepOstw,desi,"['desi pop', 'filmi', 'modern bollywood']"
Dil Bevda,Mika Singh,5T2I75UlGBcWd5nVyfmL13,desi,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']"
tere bina,Zaeden,5lMNphVhMLvhFmTWiKiLA2,desi,"['desi hip hop', 'desi pop', 'hindi indie', 'indian edm']"
Maaserati,Tanishk Bagchi,4f7KfxeHq9BiylGmyXepGt,desi,"['desi pop', 'filmi', 'modern bollywood']"
Lucky Charm,Shankar Mahadevan,1SJOL9HJ08YOn92lFcYf8a,desi,"['deep indian pop', 'desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'sufi', 'tamil pop']"
Bahut Pyar Karte Hai - Male Version,S. P. Balasubrahmanyam,2ae6PxICSOZHvjqiCcgon8,desi,"['desi hip hop', 'filmi']"
"Aisi Deewangi (From ""Deewana"")",Alka Yagnik,3gBKY0y3dFFVRqicLnVZYz,desi,"['classic bollywood', 'desi pop', 'filmi', 'modern bollywood', 'sufi']"
Ajnabi Mujhko Itna Bata,Jatin-Lalit,4YgUVg4p7xtMOrOS4GjiJZ,desi,"['afghan pop', 'chutney', 'classic bollywood', 'desi pop', 'filmi', 'modern bollywood']"
Tujhe Dekha To,Lata Mangeshkar,61JrslREXq98hurYL2hYoc,desi,"['classic bollywood', 'desi pop', 'filmi', 'sufi']"
"Chhoti Si Aasha - Version, 1",A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,desi,"['desi pop', 'filmi', 'modern bollywood', 'sufi']"
Kamariya,Lijo George,4VS3XraXs2LRsowQnQ7VFh,desi,['desi pop']
Proper Patola,Badshah,0y59o4v8uw5crbN9M3JiL1,desi,"['desi hip hop', 'desi pop', 'filmi', 'haryanvi pop', 'modern bollywood']"
Cheater Mohan,Kanika Kapoor,6qcIg4IPLulyc03mWR87N8,desi,"['desi pop', 'filmi', 'modern bollywood']"
"Beat Juunglee (From ""Dil Juunglee"")",Tanishk Bagchi,4f7KfxeHq9BiylGmyXepGt,desi,"['desi pop', 'filmi', 'modern bollywood']"
Bhare Bazaar,Rishi Rich,2DpITTpb4v5SQtB3iA4A44,desi,"['bhangra', 'desi hip hop', 'desi pop', 'hindi indie']"
"Sghubu Ses Excellent (feat. Madumane, MDU aka TRP & Bongza)",Focalistic,2GJMSZ7M3D0KyyKRhYgWju,afro,"['afro house', 'afro soul', 'south african pop']"
Lento,Mr Eazi,4TAoP0f9OuWZUesao43xUW,afro,"['afro dancehall', 'afropop', 'dancehall', 'ghanaian hip hop', 'nigerian pop', 'swedish dancehall']"
Woza (Radio Edit),Sha Sha,0jUNGuEa2n7yyld7KjsVVT,afro,"['afro house', 'afro soul', 'south african pop', 'south african pop dance']"
Peace Of Mind,Rema,46pWGuE3dSwY3bMMXGBvVS,afro,['nigerian pop']
Godly,Omah Lay,5yOvAmpIR7hVxiS6Ls5DPO,afro,"['afropop', 'nigerian pop']"
"In Your Mind (feat. DJ Venom, DJ Maphorisa & Tyler ICU)",Focalistic,2GJMSZ7M3D0KyyKRhYgWju,afro,"['afro house', 'afro soul', 'south african pop']"
Woza (Radio Edit),Sha Sha,0jUNGuEa2n7yyld7KjsVVT,afro,"['afro house', 'afro soul', 'south african pop', 'south african pop dance']"
So Lovely,Buju,3zaDigUwjHvjOkSn0NDf9x,afro,['nigerian pop']
Jerusalema (feat. Nomcebo Zikode),Master KG,523y9KSneKh6APd1hKxLuF,afro,['south african house']
Woman,Rema,46pWGuE3dSwY3bMMXGBvVS,afro,['nigerian pop']
Do Me,P-Square,42IUN9kTPdUdI1kre6L7Wk,afro,"['afro dancehall', 'afropop', 'azontobeats', 'bongo flava', 'nigerian hip hop', 'nigerian pop']"
Ololufe,Wande Coal,1fYVmAFB7sC7eDoF3mJXla,afro,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'nigerian hip hop', 'nigerian pop']"
Pakurumo,WizKid,3tVQdUvClmAT7URs9V3rsp,afro,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']"
Simple,Bradez,4NkWh677uYqY9rWwqThNEL,afro,[]
Million Pound Girl (Badder Than Bad),Fuse ODG,374sWpAJsbZckf98df2jJJ,afro,"['afro dancehall', 'azonto', 'dance pop', 'pop dance']"
Woza (Radio Edit),Sha Sha,0jUNGuEa2n7yyld7KjsVVT,afro,"['afro house', 'afro soul', 'south african pop', 'south african pop dance']"
JUMPING SHIP,Amaarae,21UPYSRWFKwtqvSAnFnSvS,afro,"['afro r&b', 'ghanaian alternative', 'ghanaian pop']"
Catch A Vibe,Karun,50bljU0VZtp2E7nAFRy5pC,afro,"['afro r&b', 'kenyan pop']"
Hasara,Zuchu,6LzSS8yBk2YQpAvQxzOu0M,afro,"['azontobeats', 'tanzanian pop']"
Emakhaya (feat. Da Capo & Sun-El Musician),Simmy,3MjlXVCfmLdY9QQ2GCd7iA,afro,"['afro house', 'afro soul', 'south african alternative', 'south african pop', 'south african pop dance']"
"Sghubu Ses Excellent (feat. Madumane, MDU aka TRP & Bongza)",Focalistic,2GJMSZ7M3D0KyyKRhYgWju,afro,"['afro house', 'afro soul', 'south african pop']"
Ulazi,Mr JazziQ,1nVEvn7RMNxj27rn0WE13E,afro,"['afro house', 'afro soul', 'south african pop']"
Phone Yam,Alfa Kat,30Ep7ARHnQpc0z9otD7jup,afro,[]
Sithi Sithi,Reece Madlisa,6ucYQLJMMVyN1nO4GebaV2,afro,"['afro soul', 'amapiano']"
Uthando,Soa mattrix,6zfTCQmxqOy0kBpHrse3ro,afro,"['afro house', 'afro soul', 'south african pop']"
Black Lungs,Architects,3ZztVuWxHzNpl0THurTFCv,metal,"['mathcore', 'melodic metalcore', 'metalcore', 'progressive metalcore', 'uk metalcore']"
The Path,Fit For A King,0OgdRTPItr9dw4XYp4JJUx,metal,"['christian metalcore', 'christian rock', 'melodic metalcore', 'metalcore', 'post-screamo']"
Protect The Land,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,metal,"['alternative metal', 'nu metal', 'rap metal', 'rock']"
Desperate Pleasures,Every Time I Die,0o7WWONtleH6PWLn5GIoCM,metal,"['buffalo ny metal', 'chaotic hardcore', 'melodic metalcore', 'metalcore', 'post-hardcore', 'screamo']"
Let The Chaos Reign,Pop Evil,1pRaG81GsVtaTBuVSpldt2,metal,"['alternative metal', 'nu metal', 'post-grunge', 'rap rock']"
Black Lungs,Architects,3ZztVuWxHzNpl0THurTFCv,metal,"['mathcore', 'melodic metalcore', 'metalcore', 'progressive metalcore', 'uk metalcore']"
Glass Heart,Captives,2XIbOWDT5vZPW7jNyzdfcK,metal,"['metalcore', 'post-screamo']"
Lost Cause,Novelists FR,6o8sDniHcZPM1SixvjKiYS,metal,['metalcore']
Wearing Thin,Hollow Front,50YmW8f4U5IxTIwYI9mGAe,metal,"['american metalcore', 'melodic hardcore', 'melodic metalcore', 'metalcore', 'post-screamo']"
Bulletproof,Dead by April,2otRZcOVNcmdkZ5nEoogy6,metal,"['alternative metal', 'melodic metalcore', 'metalcore', 'swedish metalcore', 'trancecore']"
Rollin' (Air Raid Vehicle),Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,metal,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'wrestling']"
Butterfly,Crazy Town,4iSKnRZAxkmqNok6tv10Se,metal,"['alternative metal', 'funk metal', 'nu metal', 'rap rock']"
One Step Closer,Linkin Park,6XyY86QOPPrYVGvF9ch6wz,metal,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
Chop Suey!,System Of A Down,5eAWCfyUhZtHHtBdNk56l1,metal,"['alternative metal', 'nu metal', 'rap metal', 'rock']"
Falling Away from Me,Korn,3RNrq3jvMZxD9ZyoOZbQOD,metal,"['alternative metal', 'funk metal', 'nu metal', 'rap metal', 'rock']"
Unsainted,Slipknot,05fG473iIaoy82BF1aGhL8,metal,"['alternative metal', 'double drumming', 'nu metal', 'rap metal']"
Uncontrollable Descent,Emmure,1C62FV9Cltn9L4c9jAwCyk,metal,"['deathcore', 'melodic metalcore', 'metalcore', 'nu-metalcore', 'rap metal']"
Paramount,August Burns Red,5p9CTsn5ueGU4oScNX1axu,metal,"['christian metal', 'christian metalcore', 'melodic metalcore', 'metalcore', 'screamo']"
One Folk,Equilibrium,5KvkOKroKLz202ioXfGWR2,metal,"['folk metal', 'german metal', 'german pagan metal', 'melodic death metal', 'melodic metal', 'metal', 'power metal', 'viking metal']"
Outsider,Veil Of Maya,2i7CQcVBh2K6uOR3CH09M1,metal,"['deathcore', 'djent', 'melodic metalcore', 'metalcore', 'technical deathcore']"
Paranoid,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,metal,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']"
Immigrant Song - Remaster,Led Zeppelin,36QJpDe2go2KgaRleHCDTp,metal,"['album rock', 'classic rock', 'hard rock', 'rock']"
Ace of Spades,Motörhead,1DFr97A9HnbV3SKTJFu62M,metal,"['album rock', 'alternative metal', 'hard rock', 'metal', 'rock', 'speed metal']"
Highway Star - Remastered 2012,Deep Purple,568ZhdwyaiCyOGJRtNYhWf,metal,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'psychedelic rock', 'rock']"
Holy Diver,Dio,4CYeVo5iZbtYGBN4Isc3n6,metal,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'power metal', 'rock']"
Budum,Jada Kingdom,2FgooFaZzZy6PUyJImk0kG,caribbean,"['dancehall', 'modern reggae']"
Lighter,Tarrus Riley,4frHO7KPcfMjhnVdIMJ98c,caribbean,"['dancehall', 'jawaiian', 'lovers rock', 'modern reggae', 'reggae', 'roots reggae']"
Call Me If,Dexta Daps,28UDeKu2FPrU0T7dpUiSGY,caribbean,"['dancehall', 'modern reggae', 'riddim']"
Lockdown,Koffee,1gWjcmBsveEYMxOZ0VRi32,caribbean,"['dancehall', 'modern reggae']"
Gal Policy,Kranium,1LKo6ZA3RNvKtLa6zDu32S,caribbean,"['basshall', 'dancehall']"
Ocean Wave,Alkaline,2LIAgeQ5NZurwixfoG3CWZ,caribbean,['dancehall']
Breaking News,Dexta Daps,28UDeKu2FPrU0T7dpUiSGY,caribbean,"['dancehall', 'modern reggae', 'riddim']"
Hot,Skillibeng,5FkUhnHQ0KC63549LHHtst,caribbean,"['dancehall', 'modern reggae']"
Seen It Before,Busy Signal,4RfTXjK9aiiIKDaKUHpL57,caribbean,"['dancehall', 'lovers rock', 'reggae fusion']"
Promise,Masicka,2Gzy8TYJ5xrEMDyUjZuDsK,caribbean,"['dancehall', 'modern reggae', 'riddim', 'soca']"
Tell Me What a Gwan,Hughie Izachaar,4XOqxT7b046CkozVCAFV2F,caribbean,['uk dub']
So Dangerous - Dub Mix,Anthony B,7Lij2ZLJJQOfGojVR3Wmqa,caribbean,"['dancehall', 'french reggae', 'lovers rock', 'modern reggae', 'old school dancehall', 'reggae', 'roots reggae']"
Afrikan Children,Salaam Remi,0rlS0SzVFk8BoiAW0fGBbN,caribbean,"['alternative r&b', 'hip hop', 'indie r&b']"
Crazy in Love,Christopher Martin,3dXC1YPbnQPsfHPVkm1ipj,caribbean,"['dancehall', 'lovers rock', 'modern reggae', 'reggae fusion', 'riddim', 'soca']"
Come Inna The Dance,Buju Banton,4wLAjfeqAsV66AocWNcowA,caribbean,"['dancehall', 'lovers rock', 'modern reggae', 'reggae', 'reggae fusion', 'roots reggae']"
Nice Up The Dance,Kabaka Pyramid,10p1CDVyRIkR2ybAu7SbVH,caribbean,"['dancehall', 'modern reggae', 'reggae fusion']"
Switch It Up (feat. Koffee),Protoje,7BGR8y1VZAWK2oR4zD9COr,caribbean,"['dancehall', 'modern reggae']"
Higher Place,Skip Marley,4ryoUS0W8qXokfMxrlJt6O,caribbean,['modern reggae']
Pressure (feat. Buju Banton) - Remix,Koffee,1gWjcmBsveEYMxOZ0VRi32,caribbean,"['dancehall', 'modern reggae']"
Like Royalty (feat. Popcaan),Protoje,7BGR8y1VZAWK2oR4zD9COr,caribbean,"['dancehall', 'modern reggae']"
Punanny Medley,Elephant Man,6NOvBZrkd83MSD51xkq4on,caribbean,"['dancehall', 'old school dancehall', 'reggae fusion', 'soca']"
Bam Bam,Chaka Demus & Pliers,6RQkaOWddQmiLLJqSgnTbm,caribbean,"['funana', 'lovers rock', 'reggae']"
Sweat (A La La La La Long),Inner Circle,5os0Ltvz8Q8BvXOPOd1frx,caribbean,"['reggae', 'reggae fusion', 'roots reggae']"
Beautiful,Damian Marley,3QJzdZJYIAcoET1GcfpNGi,caribbean,"['modern reggae', 'reggae', 'reggae fusion']"
Life (Is What You Make of It),Frighty,3sJ4PdcDMz8f54s58xsNzt,caribbean,[]
